SNR BLER BER UNCODED_BER ENCODER_MEAN ENCODER_STD ENCODER_MAX DECODER_TIME_MEAN DECODER_TIME_STD DECODER_TIME_MAX DECODER_ITER_MEAN DECODER_ITER_STD DECODER_ITER_MAX
-0.600000 1.000000 0.375000 0.240000 4.262384 -nan 4.262384 34.447051 0.000000 34.447051 5.000000 0.000000 5 
-0.500000 1.000000 0.375000 0.120000 4.539718 0.000000 4.539718 29.700155 0.000000 29.700155 5.000000 0.000000 5 
-0.400000 1.000000 0.375000 0.220000 4.539030 0.000000 4.539030 28.796743 -nan 28.796743 5.000000 0.000000 5 
-0.300000 1.000000 0.375000 0.140000 4.653669 0.000000 4.653669 30.096528 -nan 30.096528 5.000000 0.000000 5 
-0.200000 1.000000 0.250000 0.180000 4.250385 -nan 4.250385 28.218130 0.000000 28.218130 5.000000 0.000000 5 
-0.100000 1.000000 0.437500 0.180000 4.543033 0.000000 4.543033 28.602773 0.000000 28.602773 5.000000 0.000000 5 
0.000000 1.000000 0.500000 0.260000 4.252385 -nan 4.252385 27.672170 -nan 27.672170 5.000000 0.000000 5 
0.100000 1.000000 0.250000 0.140000 4.244451 0.000000 4.244451 27.672594 -nan 27.672594 5.000000 0.000000 5 
0.200000 1.000000 0.437500 0.100000 4.452372 -nan 4.452372 28.569440 0.000000 28.569440 5.000000 0.000000 5 
0.300000 1.000000 0.375000 0.160000 4.005736 -nan 4.005736 27.550850 0.000000 27.550850 5.000000 0.000000 5 
0.400000 1.000000 0.375000 0.080000 4.235055 0.000000 4.235055 28.246812 0.000000 28.246812 5.000000 0.000000 5 
0.500000 1.000000 0.375000 0.240000 4.916981 -nan 4.916981 31.409083 0.000000 31.409083 5.000000 0.000000 5 
0.600000 1.000000 0.437500 0.160000 4.461020 -nan 4.461020 30.399862 -nan 30.399862 5.000000 0.000000 5 
0.700000 1.000000 0.125000 0.100000 4.344377 -nan 4.344377 29.007399 -nan 29.007399 5.000000 0.000000 5 
0.800000 1.000000 0.312500 0.380000 4.237720 0.000000 4.237720 28.431454 -nan 28.431454 5.000000 0.000000 5 
0.900000 1.000000 0.250000 0.160000 4.176390 0.000000 4.176390 28.552107 -nan 28.552107 5.000000 0.000000 5 
1.000000 1.000000 0.187500 0.100000 4.611028 0.000000 4.611028 27.871487 -nan 27.871487 5.000000 0.000000 5 
1.100000 1.000000 0.375000 0.180000 4.480371 -nan 4.480371 27.896158 -nan 27.896158 5.000000 0.000000 5 
1.200000 1.000000 0.250000 0.120000 4.134394 0.000000 4.134394 27.622178 0.000000 27.622178 5.000000 0.000000 5 
1.300000 1.000000 0.437500 0.200000 4.323715 0.000000 4.323715 28.078815 -nan 28.078815 5.000000 0.000000 5 
1.400000 1.000000 0.312500 0.140000 4.280365 -nan 4.280365 29.175942 -nan 29.175942 5.000000 0.000000 5 
1.500000 1.000000 0.312500 0.140000 4.494351 -nan 4.494351 32.561044 -nan 32.561044 5.000000 0.000000 5 
1.600000 1.000000 0.125000 0.100000 4.466369 0.000000 4.466369 30.673292 -nan 30.673292 5.000000 0.000000 5 
1.700000 1.000000 0.187500 0.180000 4.412375 0.000000 4.412375 30.016683 0.000000 30.016683 5.000000 0.000000 5 
1.800000 1.000000 0.250000 0.160000 4.627027 -nan 4.627027 29.532714 -nan 29.532714 5.000000 0.000000 5 
1.900000 1.000000 0.187500 0.100000 4.265051 0.000000 4.265051 29.390721 -nan 29.390721 5.000000 0.000000 5 
2.000000 1.000000 0.312500 0.200000 4.609676 -nan 4.609676 30.795835 0.000000 30.795835 5.000000 0.000000 5 
2.100000 1.000000 0.250000 0.180000 4.649025 -nan 4.649025 28.821421 0.000000 28.821421 5.000000 0.000000 5 
2.200000 1.000000 0.062500 0.160000 4.745018 0.000000 4.745018 29.222057 0.000000 29.222057 5.000000 0.000000 5 
2.300000 1.000000 0.250000 0.120000 4.333046 -nan 4.333046 28.623435 -nan 28.623435 5.000000 0.000000 5 
2.400000 1.000000 0.187500 0.120000 4.795017 0.000000 4.795017 28.746101 -nan 28.746101 5.000000 0.000000 5 
2.500000 1.000000 0.562500 0.180000 4.248368 -nan 4.248368 30.448523 -nan 30.448523 5.000000 0.000000 5 
2.600000 1.000000 0.062500 0.140000 4.312380 -nan 4.312380 29.250725 -nan 29.250725 5.000000 0.000000 5 
2.700000 1.000000 0.375000 0.140000 4.319714 0.000000 4.319714 28.350787 -nan 28.350787 5.000000 0.000000 5 
2.800000 1.000000 0.312500 0.120000 4.172389 0.000000 4.172389 29.005404 -nan 29.005404 5.000000 0.000000 5 
2.900000 1.000000 0.250000 0.120000 4.944978 0.000000 4.944978 33.555592 -nan 33.555592 5.000000 0.000000 5 
3.000000 1.000000 0.437500 0.180000 4.529031 -nan 4.529031 29.354708 -nan 29.354708 5.000000 0.000000 5 
3.100000 1.000000 0.125000 0.140000 4.411728 -nan 4.411728 29.312859 -nan 29.312859 5.000000 0.000000 5 
3.200000 1.000000 0.250000 0.180000 4.059064 0.000000 4.059064 28.636770 0.000000 28.636770 5.000000 0.000000 5 
3.300000 1.000000 0.500000 0.120000 3.996402 0.000000 3.996402 28.211468 0.000000 28.211468 5.000000 0.000000 5 
3.400000 1.000000 0.125000 0.040000 4.909645 0.000000 4.909645 31.661710 -nan 31.661710 5.000000 0.000000 5 
3.500000 1.000000 0.375000 0.140000 4.603009 -nan 4.603009 30.342529 -nan 30.342529 5.000000 0.000000 5 
3.600000 1.000000 0.500000 0.040000 4.709684 -nan 4.709684 29.388030 0.000000 29.388030 5.000000 0.000000 5 
3.700000 1.000000 0.312500 0.080000 4.393042 0.000000 4.393042 28.605437 -nan 28.605437 5.000000 0.000000 5 
3.800000 1.000000 0.250000 0.120000 4.591689 0.000000 4.591689 29.398009 -nan 29.398009 5.000000 0.000000 5 
3.900000 1.000000 0.312500 0.080000 4.534365 0.000000 4.534365 28.915407 0.000000 28.915407 5.000000 0.000000 5 
4.000000 1.000000 0.125000 0.060000 4.476369 -nan 4.476369 28.420780 0.000000 28.420780 5.000000 0.000000 5 
4.100000 1.000000 0.250000 0.100000 4.396375 -nan 4.396375 27.914146 -nan 27.914146 5.000000 0.000000 5 
4.200000 1.000000 0.312500 0.080000 4.414355 -nan 4.414355 30.324526 -nan 30.324526 5.000000 0.000000 5 
4.300000 1.000000 0.187500 0.100000 4.094394 -nan 4.094394 29.670022 -nan 29.670022 5.000000 0.000000 5 
4.400000 1.000000 0.125000 0.100000 4.547800 0.000000 4.547800 28.900730 0.000000 28.900730 5.000000 0.000000 5 
4.500000 1.000000 0.250000 0.120000 4.229703 0.000000 4.229703 30.204544 -nan 30.204544 5.000000 0.000000 5 
4.600000 1.000000 0.375000 0.100000 4.371042 0.000000 4.371042 29.030068 0.000000 29.030068 5.000000 0.000000 5 
4.700000 1.000000 0.187500 0.060000 4.054398 -nan 4.054398 28.180132 -nan 28.180132 5.000000 0.000000 5 
4.800000 1.000000 0.437500 0.140000 5.543598 -nan 5.543598 33.959538 0.000000 33.959538 5.000000 0.000000 5 
4.900000 1.000000 0.187500 0.040000 4.659582 -nan 4.659582 30.629255 -nan 30.629255 5.000000 0.000000 5 
5.000000 1.000000 0.375000 0.020000 4.568363 0.000000 4.568363 29.642031 0.000000 29.642031 5.000000 0.000000 5 
5.100000 1.000000 0.250000 0.080000 4.759018 0.000000 4.759018 28.678100 -nan 28.678100 5.000000 0.000000 5 
5.200000 1.000000 0.187500 0.080000 4.454367 0.000000 4.454367 27.988120 0.000000 27.988120 5.000000 0.000000 5 
5.300000 1.000000 0.312500 0.080000 4.436372 0.000000 4.436372 28.547440 0.000000 28.547440 5.000000 0.000000 5 
5.400000 1.000000 0.125000 0.020000 4.363711 0.000000 4.363711 28.698766 -nan 28.698766 5.000000 0.000000 5 
5.500000 1.000000 0.187500 0.080000 4.438354 -nan 4.438354 30.491853 -nan 30.491853 5.000000 0.000000 5 
5.600000 1.000000 0.500000 0.060000 4.406355 0.000000 4.406355 30.280521 0.000000 30.280521 5.000000 0.000000 5 
5.700000 1.000000 0.250000 0.100000 4.377042 -nan 4.377042 28.816746 -nan 28.816746 5.000000 0.000000 5 
5.800000 1.000000 0.250000 0.100000 4.125727 0.000000 4.125727 28.794764 -nan 28.794764 5.000000 0.000000 5 
5.900000 1.000000 0.062500 0.040000 4.412373 -nan 4.412373 28.877411 -nan 28.877411 5.000000 0.000000 5 
6.000000 1.000000 0.187500 0.000000 4.297716 0.000000 4.297716 28.497449 -nan 28.497449 5.000000 0.000000 5 
6.100000 1.000000 0.312500 0.040000 4.266383 -nan 4.266383 28.602762 0.000000 28.602762 5.000000 0.000000 5 
6.200000 1.000000 0.312500 0.080000 4.351711 0.000000 4.351711 28.211460 -nan 28.211460 5.000000 0.000000 5 
6.300000 1.000000 0.312500 0.040000 4.279052 0.000000 4.279052 28.560120 -nan 28.560120 5.000000 0.000000 5 
6.400000 1.000000 0.375000 0.020000 4.355713 0.000000 4.355713 28.658110 -nan 28.658110 5.000000 0.000000 5 
6.500000 1.000000 0.312500 0.060000 4.288363 0.000000 4.288363 30.102535 0.000000 30.102535 5.000000 0.000000 5 
6.600000 1.000000 0.312500 0.020000 4.607677 0.000000 4.607677 30.151217 -nan 30.151217 5.000000 0.000000 5 
6.700000 1.000000 0.187500 0.000000 4.256384 0.000000 4.256384 28.896748 0.000000 28.896748 5.000000 0.000000 5 
6.800000 1.000000 0.187500 0.020000 4.527034 -nan 4.527034 28.631442 -nan 28.631442 5.000000 0.000000 5 
6.900000 1.000000 0.187500 0.020000 4.629029 0.000000 4.629029 29.180745 0.000000 29.180745 5.000000 0.000000 5 
7.000000 1.000000 0.375000 0.040000 4.590361 0.000000 4.590361 28.382779 0.000000 28.382779 5.000000 0.000000 5 
7.100000 1.000000 0.312500 0.020000 4.435038 0.000000 4.435038 28.220122 0.000000 28.220122 5.000000 0.000000 5 
7.200000 1.000000 0.250000 0.020000 4.383044 0.000000 4.383044 28.424793 -nan 28.424793 5.000000 0.000000 5 
7.300000 1.000000 0.250000 0.040000 4.101730 0.000000 4.101730 28.118147 0.000000 28.118147 5.000000 0.000000 5 
7.400000 1.000000 0.125000 0.040000 3.970402 0.000000 3.970402 28.219456 -nan 28.219456 5.000000 0.000000 5 
7.500000 1.000000 0.375000 0.040000 4.549015 -nan 4.549015 30.481869 0.000000 30.481869 5.000000 0.000000 5 
7.600000 1.000000 0.312500 0.020000 4.665690 0.000000 4.665690 28.734088 0.000000 28.734088 5.000000 0.000000 5 
7.700000 1.000000 0.187500 0.020000 4.490370 0.000000 4.490370 28.008148 0.000000 28.008148 5.000000 0.000000 5 
7.800000 1.000000 0.250000 0.020000 9.884010 0.000000 9.884010 28.440778 -nan 28.440778 5.000000 0.000000 5 
7.900000 1.000000 0.187500 0.040000 4.277716 0.000000 4.277716 28.763425 -nan 28.763425 5.000000 0.000000 5 
8.000000 1.000000 0.125000 0.020000 4.447036 -nan 4.447036 28.524094 -nan 28.524094 5.000000 0.000000 5 
8.100000 1.000000 0.250000 0.000000 4.479672 0.000000 4.479672 28.772560 0.000000 28.772560 5.000000 0.000000 5 
8.200000 1.000000 0.187500 0.020000 4.383042 -nan 4.383042 28.702093 0.000000 28.702093 5.000000 0.000000 5 
8.300000 1.000000 0.250000 0.000000 4.289049 -nan 4.289049 28.742097 -nan 28.742097 5.000000 0.000000 5 
8.400000 1.000000 0.250000 0.020000 4.756349 0.000000 4.756349 30.240650 -nan 30.240650 5.000000 0.000000 5 
8.500000 1.000000 0.250000 0.020000 4.663671 -nan 4.663671 30.713836 -nan 30.713836 5.000000 0.000000 5 
8.600000 1.000000 0.312500 0.020000 4.732378 -nan 4.732378 29.348876 -nan 29.348876 5.000000 0.000000 5 
8.700000 1.000000 0.250000 0.020000 4.403710 -nan 4.403710 28.150814 -nan 28.150814 5.000000 0.000000 5 
8.800000 1.000000 0.250000 0.020000 4.612360 0.000000 4.612360 29.196726 -nan 29.196726 5.000000 0.000000 5 
8.900000 1.000000 0.187500 0.020000 4.459038 0.000000 4.459038 28.099474 -nan 28.099474 5.000000 0.000000 5 
9.000000 1.000000 0.187500 0.020000 4.453704 0.000000 4.453704 28.049467 0.000000 28.049467 5.000000 0.000000 5 
9.100000 1.000000 0.250000 0.020000 4.443039 -nan 4.443039 27.916816 -nan 27.916816 5.000000 0.000000 5 
9.200000 1.000000 0.187500 0.000000 4.434350 0.000000 4.434350 28.470635 -nan 28.470635 5.000000 0.000000 5 
9.300000 1.000000 0.312500 0.000000 4.105062 -nan 4.105062 28.216799 -nan 28.216799 5.000000 0.000000 5 
9.400000 1.000000 0.250000 0.040000 5.181005 -nan 5.181005 31.605329 -nan 31.605329 5.000000 0.000000 5 
9.500000 1.000000 0.375000 0.000000 4.506347 0.000000 4.506347 30.239857 0.000000 30.239857 5.000000 0.000000 5 
9.600000 1.000000 0.250000 0.000000 4.637024 0.000000 4.637024 29.628692 0.000000 29.628692 5.000000 0.000000 5 
9.700000 1.000000 0.312500 0.000000 4.357045 -nan 4.357045 28.601440 -nan 28.601440 5.000000 0.000000 5 
9.800000 1.000000 0.250000 0.000000 4.279715 0.000000 4.279715 28.856745 0.000000 28.856745 5.000000 0.000000 5 
9.900000 1.000000 0.187500 0.020000 4.336378 0.000000 4.336378 28.377448 -nan 28.377448 5.000000 0.000000 5 
10.000000 1.000000 0.187500 0.020000 4.402374 0.000000 4.402374 29.169393 0.000000 29.169393 5.000000 0.000000 5 
10.100000 1.000000 0.437500 0.000000 4.843655 -nan 4.843655 30.677815 -nan 30.677815 5.000000 0.000000 5 
10.200000 1.000000 0.250000 0.000000 4.413211 -nan 4.413211 29.032526 0.000000 29.032526 5.000000 0.000000 5 
10.300000 1.000000 0.312500 0.000000 4.211722 0.000000 4.211722 28.791430 0.000000 28.791430 5.000000 0.000000 5 
10.400000 1.000000 0.312500 0.000000 4.439064 -nan 4.439064 28.281621 0.000000 28.281621 5.000000 0.000000 5 
10.500000 1.000000 0.500000 0.040000 4.121710 0.000000 4.121710 30.037887 0.000000 30.037887 5.000000 0.000000 5 
10.600000 1.000000 0.250000 0.000000 4.272383 -nan 4.272383 28.627431 -nan 28.627431 5.000000 0.000000 5 
10.700000 1.000000 0.312500 0.000000 4.491702 -nan 4.491702 28.356121 0.000000 28.356121 5.000000 0.000000 5 
10.800000 1.000000 0.187500 0.000000 4.392376 -nan 4.392376 28.664106 -nan 28.664106 5.000000 0.000000 5 
10.900000 1.000000 0.375000 0.000000 3.967071 -nan 3.967071 28.541443 0.000000 28.541443 5.000000 0.000000 5 
11.000000 1.000000 0.375000 0.000000 4.294383 -nan 4.294383 28.594777 -nan 28.594777 5.000000 0.000000 5 
11.100000 1.000000 0.437500 0.000000 4.164392 0.000000 4.164392 28.584779 -nan 28.584779 5.000000 0.000000 5 
11.200000 1.000000 0.125000 0.000000 4.315715 -nan 4.315715 27.770169 0.000000 27.770169 5.000000 0.000000 5 
11.300000 1.000000 0.312500 0.020000 4.376377 -nan 4.376377 28.887422 -nan 28.887422 5.000000 0.000000 5 
11.400000 1.000000 0.312500 0.000000 4.140392 0.000000 4.140392 28.411447 0.000000 28.411447 5.000000 0.000000 5 
11.500000 1.000000 0.250000 0.000000 4.601009 0.000000 4.601009 30.469187 0.000000 30.469187 5.000000 0.000000 5 
11.600000 1.000000 0.312500 0.000000 4.681749 0.000000 4.681749 28.638466 -nan 28.638466 5.000000 0.000000 5 
11.700000 1.000000 0.375000 0.000000 4.464371 -nan 4.464371 28.934085 -nan 28.934085 5.000000 0.000000 5 
11.800000 1.000000 0.250000 0.000000 4.650340 0.000000 4.650340 29.455266 -nan 29.455266 5.000000 0.000000 5 
11.900000 1.000000 0.312500 0.000000 4.301714 -nan 4.301714 29.464708 -nan 29.464708 5.000000 0.000000 5 
12.000000 1.000000 0.187500 0.000000 4.185721 0.000000 4.185721 28.613426 -nan 28.613426 5.000000 0.000000 5 
12.100000 1.000000 0.187500 0.000000 4.157056 -nan 4.157056 28.573427 -nan 28.573427 5.000000 0.000000 5 
12.200000 1.000000 0.312500 0.000000 4.522367 -nan 4.522367 48.212142 0.000001 48.212142 5.000000 0.000000 5 
12.300000 1.000000 0.375000 0.000000 4.847011 0.000000 4.847011 54.012409 0.000000 54.012409 5.000000 0.000000 5 
12.400000 1.000000 0.250000 0.000000 4.805679 -nan 4.805679 43.009793 0.000000 43.009793 5.000000 0.000000 5 
12.500000 1.000000 0.187500 0.000000 4.715667 0.000000 4.715667 30.502515 0.000000 30.502515 5.000000 0.000000 5 
12.600000 1.000000 0.250000 0.000000 4.708327 0.000000 4.708327 31.805709 -nan 31.805709 5.000000 0.000000 5 
12.700000 1.000000 0.187500 0.000000 4.636358 0.000000 4.636358 29.942010 0.000000 29.942010 5.000000 0.000000 5 
12.800000 1.000000 0.250000 0.000000 4.305714 0.000000 4.305714 45.956282 0.000001 45.956282 5.000000 0.000000 5 
12.900000 1.000000 0.250000 0.000000 4.592360 -nan 4.592360 29.984001 0.000000 29.984001 5.000000 0.000000 5 
13.000000 0.000000 0.000000 0.000000 4.908342 -nan 4.908342 29.444718 0.000000 29.444718 5.000000 0.000000 5 
